review_uid,destination,language_review,aspecto,polaridad_objetivo,stars,calidad_senal,text_clean,input_modelo,label
gm_332d112913d43ea3,Centro Histórico de Lima,es,clima,positivo,5,media,"Una joya arquitectónica del Perú, con imponente arquitectura europea de la época de la colonia, en excelente estado de conservación, sin lugar a dudas vale la pena ir a verla y dar una vuelta por sus jardines. Recordar q el clima en lima tiende a ser por debajo de 20° casi todo el año, se observa un solo restaurante en la plaza, no se observan baños públicos. Aprovecha y tomate una foto.","aspecto: clima reseña: Una joya arquitectónica del Perú, con imponente arquitectura europea de la época de la colonia, en excelente estado de conservación, sin lugar a dudas vale la pena ir a verla y dar una vuelta por sus jardines. Recordar q el clima en lima tiende a ser por debajo de 20° casi todo el año, se observa un solo restaurante en la plaza, no se observan baños públicos. Aprovecha y tomate una foto.",
gm_67c2e123f26c2445,Circuito Mágico del Agua,en,clima,positivo,5,media,"Great way to spend two hours any evening. 4 Sol entry. 3 shows (15 min duration), starting at 7:15pm, 8:15 and ... you guessed .. 9:15pm.","aspecto: clima reseña: Great way to spend two hours any evening. 4 Sol entry. 3 shows (15 min duration), starting at 7:15pm, 8:15 and ... you guessed .. 9:15pm.",
gm_5f712ba83a1bb6a0,Ciudadela de Kuélap,es,clima,positivo,5,media,"Espectacular! La vista que obtienes es hermosa, te deja sin aliento. La subida de kuelap desde boleteria es de 1km. Recuerda que es ceja de selva y el clima es varipinto, lleva una chompa delgada en tu mochila y una casaca puesta por si llueve. Comertarles que el ingreso desde dic18 wsta 30 soles y ya no 20.","aspecto: clima reseña: Espectacular! La vista que obtienes es hermosa, te deja sin aliento. La subida de kuelap desde boleteria es de 1km. Recuerda que es ceja de selva y el clima es varipinto, lleva una chompa delgada en tu mochila y una casaca puesta por si llueve. Comertarles que el ingreso desde dic18 wsta 30 soles y ya no 20.",
gm_348422ea6bdef706,Monasterio de Santa Catalina,es,clima,positivo,5,media,"Fantástico lugar, una visita obligada e imprescindible. Estar allí dentro es como trasladarse a otra época. Mejor con visita guiada para entender mejor cómo se vivía y la evolución del convento. Para pasar varias horas en una visita tranquila. Recomendable entrar 1 hora antes de la puesta de sol para poder verlo con la luz del día y por la noche, cuando la percepción cambia completamente en la oscuridad.","aspecto: clima reseña: Fantástico lugar, una visita obligada e imprescindible. Estar allí dentro es como trasladarse a otra época. Mejor con visita guiada para entender mejor cómo se vivía y la evolución del convento. Para pasar varias horas en una visita tranquila. Recomendable entrar 1 hora antes de la puesta de sol para poder verlo con la luz del día y por la noche, cuando la percepción cambia completamente en la oscuridad.",
gm_5148a8670b0dc4f1,Museo Tumbas Reales del Señor de Sipán,es,clima,positivo,4,media,"Hermoso museo. Tienen todo bastante organizado y algunas piezas son sorprendentes. Sobre todo el sr. Antiguo de Sipan, que sin ser el más conocido, es el que me sorprendió más. Tienen tienda de recuerdos y fiambres. Finalmente falta más árboles que den sombra para guarecerse del sol.","aspecto: clima reseña: Hermoso museo. Tienen todo bastante organizado y algunas piezas son sorprendentes. Sobre todo el sr. Antiguo de Sipan, que sin ser el más conocido, es el que me sorprendió más. Tienen tienda de recuerdos y fiambres. Finalmente falta más árboles que den sombra para guarecerse del sol.",
gm_e2c0b46ff169b7fb,Museo de Sitio Huaca Pucllana,en,clima,positivo,5,media,"Very interesting place. It is a man made pyramid made out of sun dried mud bricks. On a sunny day you will be able to see the ocean from the top of the pyramid. They offer guided tours with a lot of information regarding the construction, the remains found in it, the daily life of the inhabitants, their diet, and costumes. Don't forget to wear long sleeves, sunscreen, and a hat. The visit takes an hour or more depending on the number of tourists and Lima has an unforgiven sun during the summer, it is located in a desert area after all.","aspecto: clima reseña: Very interesting place. It is a man made pyramid made out of sun dried mud bricks. On a sunny day you will be able to see the ocean from the top of the pyramid. They offer guided tours with a lot of information regarding the construction, the remains found in it, the daily life of the inhabitants, their diet, and costumes. Don't forget to wear long sleeves, sunscreen, and a hat. The visit takes an hour or more depending on the number of tourists and Lima has an unforgiven sun during the summer, it is located in a desert area after all.",
gm_3e3d4608f565deb8,Reserva Nacional de Paracas,es,clima,positivo,5,media,"Bonito lugar para pasarla en familia y amigos, y corre mucho aire el sol se oculta muy temprano","aspecto: clima reseña: Bonito lugar para pasarla en familia y amigos, y corre mucho aire el sol se oculta muy temprano",
gm_656f6d354b09e4e5,Santuario Histórico de Machu Picchu,en,clima,positivo,5,alta,"Worderfull! Book your visit in advance for early morning, no later than 8h30, so that you can avoid crowds. Remember to buy on-line the round trip bus ticket from Aguas Calientes to Machu Picchu. Use walking shoes, hat, insect repellent and sun block (I was there on a sunny day, but I would also recommend a wind block and waterproof jacket, in case weather changes). Take a bottle of water with you and remember to use toilets before entering the park (it costs 2 soles, per person). Take your passport with you! And, finally, book a nice tour guide to help you make proper sense of all archaeology richness around...it makes total difference to your experience!","aspecto: clima reseña: Worderfull! Book your visit in advance for early morning, no later than 8h30, so that you can avoid crowds. Remember to buy on-line the round trip bus ticket from Aguas Calientes to Machu Picchu. Use walking shoes, hat, insect repellent and sun block (I was there on a sunny day, but I would also recommend a wind block and waterproof jacket, in case weather changes). Take a bottle of water with you and remember to use toilets before entering the park (it costs 2 soles, per person). Take your passport with you! And, finally, book a nice tour guide to help you make proper sense of all archaeology richness around...it makes total difference to your experience!",
gm_4e82bb1664eac630,Valle del Colca,es,clima,positivo,5,media,"Muy bonito lugar, lo mas gratificante ver a los condores volar en un lugar tan mistico. Llevar bloqueador ya que aunque no lo crean el sol es intenso y que mejor ir escuchando musica andina #zampoña#love","aspecto: clima reseña: Muy bonito lugar, lo mas gratificante ver a los condores volar en un lugar tan mistico. Llevar bloqueador ya que aunque no lo crean el sol es intenso y que mejor ir escuchando musica andina #zampoña#love",
gm_2efbb3e808406442,Centro Histórico de Lima,es,clima,positivo,5,media,"La arquitectura colonial es hermosa, y definitivamente de noche tiene una mística diferente a la de día sin embargo es más seguro de dos que de noche. Recomiendo entre las 4 y 5 pm que no tres tramo intenso el sol y permite disfrutar con más calma de cada recinto.","aspecto: clima reseña: La arquitectura colonial es hermosa, y definitivamente de noche tiene una mística diferente a la de día sin embargo es más seguro de dos que de noche. Recomiendo entre las 4 y 5 pm que no tres tramo intenso el sol y permite disfrutar con más calma de cada recinto.",
gm_a5c1a90bbddd601a,Circuito Mágico del Agua,en,clima,positivo,5,media,Cost 4 sol per person. Good to see at night. There were 13 fountain areas and lit up at night. Catch the show that is given at set times.,aspecto: clima reseña: Cost 4 sol per person. Good to see at night. There were 13 fountain areas and lit up at night. Catch the show that is given at set times.,
gm_4c3e6113f8f07e79,Ciudadela de Kuélap,es,clima,positivo,5,media,"Me encantó el viaje. Desde el teleférico que está super hasta la llegada a las ruinas. Llueve así que hay que ir preparados. Se camina antes de llegar allá, es una caminata intensa aún con caballos, ya que ellos no te dejan en las mismas ruinas. Tener cuidado y obedecer las indicaciones de los guías. El tur me costó de solo esto, a 80 soles. Con armuerzo incluído y entradas.","aspecto: clima reseña: Me encantó el viaje. Desde el teleférico que está super hasta la llegada a las ruinas. Llueve así que hay que ir preparados. Se camina antes de llegar allá, es una caminata intensa aún con caballos, ya que ellos no te dejan en las mismas ruinas. Tener cuidado y obedecer las indicaciones de los guías. El tur me costó de solo esto, a 80 soles. Con armuerzo incluído y entradas.",
gm_6d427a62da4f7217,Monasterio de Santa Catalina,es,clima,positivo,5,media,"Una ciudad por sí misma, con sus calles propias donde sus residentes hacían sus vidas. El Convento con sus colores rojos y azules ofrece hermosos contrastes cromáticos que son fondo a la fotografía perfecta. Recomiendo contratar un guía y después recorrerlo al gusto y tiempo propio. La mejor hora es al atardecer ya que la luz del sol está más inclinada. La visita a Arequipa tan solo vale la pena por este sitio.","aspecto: clima reseña: Una ciudad por sí misma, con sus calles propias donde sus residentes hacían sus vidas. El Convento con sus colores rojos y azules ofrece hermosos contrastes cromáticos que son fondo a la fotografía perfecta. Recomiendo contratar un guía y después recorrerlo al gusto y tiempo propio. La mejor hora es al atardecer ya que la luz del sol está más inclinada. La visita a Arequipa tan solo vale la pena por este sitio.",
gm_1543785168037ddd,Museo Tumbas Reales del Señor de Sipán,es,clima,positivo,3,media,"Es un lindo y fascinante lugar de exposicion de una cultura que dejo grandes vestigios tanto en expuestos en sus ceramicas y entierros a sus autoridades. El punto ""flaco"" de lugar es que fui con mi mama de 80 años, y no vi silla de ruedas ni nadie nos ofrecio, para que se pudiera movilizar en ella. Tambien deberia haber algunos arboles o algo que de sombra en el recorrido de la entrada principal al museo, para cuando el sol este fuerte. Otro es que deberian poner mas iluminacion en los textos que estan en las muestras, ya que pasado los 40 años, nos baja la vision.","aspecto: clima reseña: Es un lindo y fascinante lugar de exposicion de una cultura que dejo grandes vestigios tanto en expuestos en sus ceramicas y entierros a sus autoridades. El punto ""flaco"" de lugar es que fui con mi mama de 80 años, y no vi silla de ruedas ni nadie nos ofrecio, para que se pudiera movilizar en ella. Tambien deberia haber algunos arboles o algo que de sombra en el recorrido de la entrada principal al museo, para cuando el sol este fuerte. Otro es que deberian poner mas iluminacion en los textos que estan en las muestras, ya que pasado los 40 años, nos baja la vision.",
